line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty,product_viz,partner_viz
131,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Imports,Mercerie commune,mercerie commune,1850,,,unité manquante,,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,204,mercerie commune,9b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,216,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Mercerie,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,1850,0,0,,autres produits,Grande Bretagne
132,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Imports,Mercerie commune,mercerie commune,300,,,unité manquante,,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,204,mercerie commune,9b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,216,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Mercerie,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,300,0,0,,autres produits,Europe
133,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Ouvrages de coutellerie,ouvrages de coutellerie,950,,,unité manquante,,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,103,ouvrages de coutellerie,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,104,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages divers et mélangés,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,950,0,0,,autres produits,Europe
134,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Ouvrages de terre cuite,ouvrages de terre cuite,584,,,unité manquante,,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,29,ouvrages de terre cuite,6k,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,106,,Pas grain (0),not raw cotton,out,Not coffee,Substitut 2 de la porcelaine,out,"Porcelaine, poterie, faïence et ouvrages de terre",No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,584,0,0,,autres produits,Europe
135,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Peaux de veaux en poil,peaux de veau en poil,120,48,pièces,pièces,2.5,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,30,peaux de veau en poil,6a,x,,0,Hors Canada,,0,not a medical product,467,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,pièces,1,nombre,1,0,48,2.5,0,0,0,1,1,0,120,0,0,0,autres produits,Ports francs et petites îles
136,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Imports,Plomb,plomb,68544.672,304643,livres,livres,.22499999,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,,1.3200001,,,,,,,,La Rochelle,Aunis,Aunis,,,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,331,plomb,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,349,Plomb,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Plomb,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Métaux,Non-agricultural primary goods,Produits primaires,Pas réexportation,livres,1,kg,.48949999,0,149122.75,.45965272,0,0,0,1,1,1,68546,0,0,1.3268158,autres produits,Grande Bretagne
137,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Poisson salé divers,poisson salé divers,372,620,livres,livres,.60000002,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,13,poisson salé,0a,x,,0,Pêche d'Amérique avant 1763,,1,not a medical product,590,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,303.48999,,0,0,0,1,1,0,372,1,0,-.000014781952,autres produits,Europe
138,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Quincaillerie de fer,quincaillerie de fer,21323,,,unité manquante,,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,95,quincaillerie de fer,6j,x,Hardware,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,828,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Quincaillerie,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,21323,0,0,,autres produits,Europe
139,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Imports,Clous de fer,clous de fer,9959.25,28455,livres,livres,.34999999,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,,-.25,,,,,,,,La Rochelle,Aunis,Aunis,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,459,clous de fer,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1323,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Quincaillerie,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,13928.722,.71501535,0,0,0,1,1,1,9959,0,0,-.24983039,autres produits,Ports francs et petites îles
140,National toutes directions partenaires manquants,1789,La Rochelle,Iles Françaises de l'Amérique,Îles françaises de l'Amérique,Imports,Bois Divers,bois divers,810,,,unité manquante,,1789,La Rochelle,La Rochelle,,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Imports_1789.csv,ANOM Col F 2B 14,2,11878,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Îles françaises de l'Amérique,Amériques,Îles françaises de l'Amérique,Colonies,Îles,Other outre-mers,8,bois,2,x,,0,Peut-être Canada,,0,not a medical product,783,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bois divers hors combustible,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits primaires,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,810,0,0,,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)"
140,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Clous de fer,clous de fer,178.5,510,livres,livres,.34999999,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,,-.5,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,459,clous de fer,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1323,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Quincaillerie,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,249.64499,.71501535,0,0,0,1,1,1,178,0,0,-.49999696,autres produits,Europe
141,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Fil de fer,fil de fer,1182,1970,livres,livres,.60000002,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,341,fil de fer,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,758,Fer,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Quincaillerie,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,964.315,1.2257407,0,0,0,1,1,0,1182,0,0,-.00004696846,autres produits,Europe
142,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Savon,savon,147964,295928,livres,livres,.5,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,1468,savon,5,x,,0,Peut-être Canada,,0,not a medical product,1545,Savon,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Savon,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,144856.75,1.0214505,0,0,0,1,1,0,147964,0,0,0,autres produits,Ports francs et petites îles
143,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Imports,Suif fondu,suif fondu,691.25,1975,livres,livres,.34999999,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,,-.25,,,,,,,,La Rochelle,Aunis,Aunis,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,43,suif fondu,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,61,Suif ; pour faire du savon,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Graisses diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,966.76245,.71501535,0,0,0,1,1,1,691,0,0,-.24998823,autres produits,Ports francs et petites îles
144,National toutes directions partenaires manquants,1789,La Rochelle,Bayonne,Bayonne,Imports,Suif fondu,suif fondu,5208,14880,livres,livres,.34999999,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Bayonne,France,Bayonne,France,France,Not Outre-mers,43,suif fondu,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,61,Suif ; pour faire du savon,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Graisses diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,7283.7598,.71501535,0,0,0,1,1,0,5208,0,0,.000088691711,autres produits,Ports francs et petites îles
145,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Imports,Suif fondu,suif fondu,15317.75,43765,livres,livres,.34999999,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,,.25,,,,,,,,La Rochelle,Aunis,Aunis,,,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,43,suif fondu,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,61,Suif ; pour faire du savon,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Graisses diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,21422.967,.71501535,0,0,0,1,1,1,15318,0,0,.25026086,autres produits,Grande Bretagne
146,National toutes directions partenaires manquants,1789,La Rochelle,Russie,Russie,Imports,Suif fondu,suif fondu,47950,137000,livres,livres,.34999999,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Russie,Nord,Russie,Russie,Nord,Not Outre-mers,43,suif fondu,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,61,Suif ; pour faire du savon,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Graisses diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,67061.5,.71501535,0,0,0,1,1,0,47950,0,0,.00081658363,autres produits,Europe
147,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Suif en rame,suif en rames,1063.5,3545,livres,livres,.30000001,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,7,,,,,Ahmed,,,-.5,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,10,suif en rames,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,12,Suif ; pour faire du savon,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Graisses diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,1735.2775,.61287034,0,0,0,1,1,1,1063,0,0,-.50004226,autres produits,Ports francs et petites îles
148,National toutes directions partenaires manquants,1789,La Rochelle,Bayonne,Bayonne,Imports,Vin divers,vin divers,160,,,unité manquante,,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,8,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Bayonne,France,Bayonne,France,France,Not Outre-mers,68,vin divers,1,x,Vin de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,581,Vin ; de France,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Vins divers,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,160,0,0,,eau-de-vie et vins divers,Ports francs et petites îles
149,National toutes directions partenaires manquants,1789,La Rochelle,Bayonne,Bayonne,Imports,Vin d'Espagne,vin d'Espagne,300,240,bouteilles,bouteilles,1.25,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,8,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Bayonne,France,Bayonne,France,France,Not Outre-mers,322,vin d'Espagne,1,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,480,Vin ; de France,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Vins divers,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,bouteilles,1,,,1,,,0,0,0,1,1,0,300,0,0,0,eau-de-vie et vins divers,Ports francs et petites îles
150,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Vin de constance,vin de Constance,264,22,bouteilles,bouteilles,12,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,8,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,1,vin de Constance,1,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,13,Vin ; de France,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Vins divers,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,bouteilles,1,,,1,,,0,0,0,1,1,0,264,0,0,0,eau-de-vie et vins divers,Europe
151,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Vinaigre,vinaigre,486,,livres,livres,0,1789,La Rochelle,Rochefort,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,8,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,2206,vinaigre,0a,x,Vinaigre de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1641,Vinaigre,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Bière, cidre et vinaigre",No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,,0,0,0,0,1,1,0,486,0,0,,autres produits,Ports francs et petites îles
152,National toutes directions partenaires manquants,1789,La Rochelle,Allemagne,Allemagne,Imports,Armes blanches,armes blanches,120,,,unité manquante,,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Allemagne,Allemagne,Allemagne,Allemagne,Allemagne,Not Outre-mers,37,armes blanches,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,187,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Armes, munitions, poudre et pierres à fusil",No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,120,0,0,,autres produits,Europe
153,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Imports,Beurre,beurre,5183.75,9425,livres,livres,.55000001,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,.25,,,,,,,,La Rochelle,Aunis,Aunis,,,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,1734,beurre,0a,x,,0,Hors Canada,,0,not a medical product,1868,Beurre,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Beurre,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,4613.5376,1.1235956,0,0,0,1,1,1,5184,0,0,.24988765,autres produits,Grande Bretagne
154,National toutes directions partenaires manquants,1789,La Rochelle,Prusse,Prusse,Imports,Batiments naufragés,bâtiments naufragés,1800,1,pièces,pièces,1800,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Prusse,Nord,Prusse,Prusse,Prusse,Not Outre-mers,1,bâtiments naufragés,7,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bâtiments de mer et apparaux,No link with beaver,,,,Machines et moyens de transport y compris sellerie,Machines and transportation,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,1,,0,0,0,1,1,0,1800,1,0,0,autres produits,Europe
155,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Bierres,bière,1188,30.709999,muids,muids,38.684467,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,7,bière,1,x,Bière,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1216,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Bière, cidre et vinaigre",No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,8236.8633,,0,0,0,1,1,0,1188,1,0,.000044152344,autres produits,Europe
156,National toutes directions partenaires manquants,1789,La Rochelle,Prusse,Prusse,Imports,Bois de chêne en bordages,bois de chêne en bordages,12400,,,unité manquante,,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Prusse,Nord,Prusse,Prusse,Prusse,Not Outre-mers,2,bordage de chêne,7,x,,0,Peut-être Canada,,0,not a medical product,81,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bâtiments de mer et apparaux,No link with beaver,,,,Machines et moyens de transport y compris sellerie,Machines and transportation,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,12400,0,0,,autres produits,Europe
157,National toutes directions partenaires manquants,1789,La Rochelle,Russie,Russie,Imports,Bois de chêne en bordages,bois de chêne en bordages,1540,,livres,livres,0,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Russie,Nord,Russie,Russie,Nord,Not Outre-mers,2,bordage de chêne,7,x,,0,Peut-être Canada,,0,not a medical product,81,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bâtiments de mer et apparaux,No link with beaver,,,,Machines et moyens de transport y compris sellerie,Machines and transportation,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,,0,0,0,0,1,1,0,1540,0,0,,autres produits,Europe
