line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty,product_viz,partner_viz
152,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Eau de vie simple,eau-de-vie simple,57177.645,360.97,muids,muids,158.39999,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",0,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,96817.344,.5905723,0,0,0,1,1,1,57178,0,0,.35400984,eau-de-vie et vins divers,Ports francs et petites îles
153,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Exports,Eau de vie simple,eau-de-vie simple,7893.0718,49.830002,muids,muids,158.39999,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",.40000001,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,13365.123,.5905723,0,0,0,1,1,1,7894,0,0,.9280141,eau-de-vie et vins divers,Ports francs et petites îles
154,National toutes directions partenaires manquants,1789,La Rochelle,Lorient,Lorient,Exports,Eau de vie simple,eau-de-vie simple,26623.871,168.08,muids,muids,158.39999,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",1.6,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Lorient,France,Lorient,France,France,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,45081.473,.5905723,0,0,0,1,1,1,26626,0,0,2.1287358,eau-de-vie et vins divers,Ports francs et petites îles
155,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Exports,Eau de vie simple,eau-de-vie simple,7479.6479,47.220001,muids,muids,158.39999,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",4,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,12665.084,.5905723,0,0,0,1,1,1,7484,0,0,4.3520947,eau-de-vie et vins divers,Reste du monde
156,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Exports,Eau de vie simple,eau-de-vie simple,206605.86,1304.33,muids,muids,158.39999,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",42.599998,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,349840.06,.5905723,0,0,0,1,1,1,206649,0,0,43.142921,eau-de-vie et vins divers,Europe du Nord
157,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Exports,Eau de vie simple,eau-de-vie simple,2420.3518,15.28,muids,muids,158.39999,1789,La Rochelle,Marennes,Guyenne,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",0,,,,,,,,La Rochelle,Aunis,Aunis,Guyenne,Guyenne,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,4098.3159,.5905723,0,0,0,1,1,1,2420,0,0,-.35186443,eau-de-vie et vins divers,Reste du monde
158,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Fromage,fromage,180,600,livres,livres,.30000001,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1862,fromage,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1906,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fromage,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,293.69998,.61287034,0,0,0,1,1,0,180,0,0,-7.1525574e-06,autres produits,Ports francs et petites îles
159,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Futailles,futailles,210,14,pieces,pièces,15,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,279,futailles,6b,x,,0,Peut-être Canada,,0,not a medical product,289,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,14,15,0,0,0,1,1,0,210,0,0,0,autres produits,Ports francs et petites îles
160,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Marchandises à la valeur,marchandises à la valeur,117,,,unité manquante,,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,257,marchandises à l'estimation,9b,x,,0,Peut-être Canada,,0,not a medical product,510,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,117,0,0,,autres produits,Ports francs et petites îles
161,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Poisson salé divers,poisson salé divers,868,,,unité manquante,,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,13,poisson salé,0a,x,,0,Pêche d'Amérique avant 1763,,1,not a medical product,590,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,868,0,0,,autres produits,Ports francs et petites îles
162,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Exports,Sel,sel,176559.75,19617750,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,erreur de calcul,99999.133,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,9602888,.018386109,0,0,0,1,1,1,266750,0,0,90190.258,sel,Ports francs et petites îles
163,National toutes directions partenaires manquants,1789,La Rochelle,Bayonne,Bayonne,Exports,Sel,sel,2592,288000,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,erreur de calcul,-124,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Bayonne,France,Bayonne,France,France,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,140976,.018386109,0,0,0,1,1,1,2324,0,0,-267.99988,sel,Ports francs et petites îles
164,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Exports,Sel,sel,1279.7999,142200,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,marchandises en estimation,.30000001,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,69606.898,.018386109,0,0,0,1,1,1,1209,0,0,-70.799942,sel,Reste du monde
165,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Exports,Sel,sel,5487.75,609750,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,marchandises en estimation,-.88,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,298472.63,.018386109,0,0,0,1,1,1,5182,0,0,-305.74976,sel,Angleterre
166,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Exports,Sel,sel,30035.248,3337250,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,marchandises en estimation,-.63,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,1633583.9,.018386109,0,0,0,1,1,1,28366,0,0,-1669.2487,sel,Reste du monde
167,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Exports,Sel,sel,3806.9998,423000,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,marchandises en estimation,-.5,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,207058.5,.018386109,0,0,0,1,1,1,3595,0,0,-211.99983,sel,Europe du Nord
168,National toutes directions partenaires manquants,1789,La Rochelle,Etats de l'Empereur,États de l'Empereur,Exports,Sel,sel,6455.6997,717300,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,marchandises en estimation,-.050000001,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,États de l'Empereur,Flandre et autres états de l'Empereur,États de l'Empereur,Flandres,États de l'Empereur,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,351118.34,.018386109,0,0,0,1,1,1,6097,0,0,-358.69971,sel,Europe du Nord
169,National toutes directions partenaires manquants,1789,La Rochelle,La prusse,Prusse,Exports,Sel,sel,20663.1,2295900,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,marchandises en estimation,-.15000001,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Prusse,Nord,Prusse,Prusse,Prusse,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,1123843,.018386109,0,0,0,1,1,1,19515,0,0,-1148.0991,sel,Europe du Nord
170,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Exports,Sel,sel,1575.45,175050,livres,livres,.0089999996,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,en quintal,-.93000001,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,85686.969,.018386109,0,0,0,1,1,1,1487,0,0,-88.449936,sel,Ports francs et petites îles
171,National toutes directions partenaires manquants,1789,La Rochelle,Bayonne,Bayonne,Exports,Sel,sel,35640,3960000,livres,livres,.0089999996,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Bayonne,France,Bayonne,France,France,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,1938420,.018386109,0,0,0,1,1,1,33660,0,0,-1979.9984,sel,Ports francs et petites îles
172,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Exports,Sel,sel,6690.5996,743400,livres,livres,.0089999996,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,en quintal,.1,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,363894.28,.018386109,0,0,0,1,1,1,6319,0,0,-371.5997,sel,Reste du monde
173,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Exports,Sel,sel,25261.873,2806875,livres,livres,.0089999996,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,en quintal,-.44,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,1373965.3,.018386109,0,0,0,1,1,1,23858,0,0,-1403.8739,sel,Angleterre
174,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Exports,Sel,sel,35475.973,3941775,livres,livres,.0089999996,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,en quintal,-.090000004,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,1929498.8,.018386109,0,0,0,1,1,1,33505,0,0,-1970.9735,sel,Reste du monde
175,National toutes directions partenaires manquants,1789,La Rochelle,L'amerique,Amérique,Exports,Sel,sel,6171.5249,685725,livres,livres,.0089999996,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,en quintal,-.66000003,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique et ses colonies,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,335662.38,.018386109,0,0,0,1,1,1,5828,0,0,-343.52472,sel,Reste du monde
176,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Verrerie en bouteille,verrerie en bouteilles,300,1000,pieces,pièces,.30000001,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,2,verrerie en bouteilles,6k,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,9,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Verrerie,No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,1000,.30000001,0,0,0,1,1,0,300,0,0,-.000011920929,autres produits,Ports francs et petites îles
177,National toutes directions partenaires manquants,1789,La Rochelle,Lorient,Lorient,Exports,Vin,vin,5832,162,muids,muids,36,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Lorient,France,Lorient,France,France,Not Outre-mers,730,vin,1,x,Vin de France,0,Hors Canada,,0,not a medical product,844,Vin ; de France,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Vins divers,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,43450.73,.13422099,0,0,0,1,1,0,5832,0,0,0,eau-de-vie et vins divers,Ports francs et petites îles
